DateTimes,ShamsiDateTime,Air Pressure(hPa),Air Temperature(C),rel. Humidity(%),Surface Temperature(C),Wind Direction(D),Wind Speed(m/s)
2024-12-16 22:20:10,1403/09/26 22:20:10,758.2,-3.8,32.0,-7.1,210.0,1.4
2024-12-16 22:10:10,1403/09/26 22:10:10,758.3,-3.8,29.0,-7.2,220.0,0.3
2024-12-16 22:00:10,1403/09/26 22:00:10,758.0,-3.8,30.0,-7.0,214.0,0.1
2024-12-16 21:50:10,1403/09/26 21:50:10,758.0,-3.3,28.0,-6.9,227.0,0.2
2024-12-16 21:40:10,1403/09/26 21:40:10,758.0,-4.1,34.0,-6.9,201.0,0.1
2024-12-16 21:30:10,1403/09/26 21:30:10,758.1,-4.0,33.0,-7.0,198.0,0.0
2024-12-16 21:20:10,1403/09/26 21:20:10,758.2,-3.9,32.0,-7.2,194.0,0.0
2024-12-16 21:10:10,1403/09/26 21:10:10,758.3,-3.9,31.0,-7.3,194.0,0.3
2024-12-16 21:00:10,1403/09/26 21:00:10,758.5,-3.1,25.0,-7.0,242.0,0.0
2024-12-16 20:50:10,1403/09/26 20:50:10,758.7,-3.2,27.0,-7.0,238.0,0.4
2024-12-16 20:40:10,1403/09/26 20:40:10,758.8,-3.6,30.0,-6.7,238.0,0.1
2024-12-16 20:30:10,1403/09/26 20:30:10,758.7,-3.6,33.0,-6.7,210.0,0.6
2024-12-16 20:20:10,1403/09/26 20:20:10,758.7,-3.0,29.0,-6.6,215.0,0.1
2024-12-16 20:10:10,1403/09/26 20:10:10,758.8,-2.8,28.0,-6.3,220.0,0.0
2024-12-16 20:00:10,1403/09/26 20:00:10,758.8,-2.8,27.0,-6.0,227.0,0.0
2024-12-16 19:50:10,1403/09/26 19:50:10,759.0,-3.0,31.0,-5.8,218.0,0.1
2024-12-16 19:40:10,1403/09/26 19:40:10,759.1,-2.5,27.0,-5.7,226.0,0.3
2024-12-16 19:30:10,1403/09/26 19:30:10,759.0,-3.2,33.0,-5.5,230.0,0.1
2024-12-16 19:20:10,1403/09/26 19:20:10,759.0,-2.7,31.0,-5.5,206.0,0.3
2024-12-16 19:10:10,1403/09/26 19:10:10,759.1,-2.7,33.0,-5.5,211.0,0.0
2024-12-16 19:00:10,1403/09/26 19:00:10,759.1,-2.4,29.0,-5.4,231.0,0.0
2024-12-16 18:00:10,1403/09/26 18:00:10,759.5,-1.9,28.0,-4.7,238.0,0.0
2024-12-16 17:50:10,1403/09/26 17:50:10,759.4,-2.5,32.0,-4.6,249.0,0.1
2024-12-16 17:40:11,1403/09/26 17:40:11,759.4,-1.7,28.0,-4.6,233.0,0.6
2024-12-16 17:30:11,1403/09/26 17:30:11,759.4,-1.7,27.0,-4.8,245.0,0.9
2024-12-16 17:20:11,1403/09/26 17:20:11,759.4,-2.2,32.0,-5.0,220.0,0.5
2024-12-16 17:10:11,1403/09/26 17:10:11,759.4,-2.2,32.0,-5.1,245.0,0.5
2024-12-16 17:00:11,1403/09/26 17:00:11,759.6,-2.7,35.0,-5.2,231.0,0.0
2024-12-16 16:50:11,1403/09/26 16:50:11,759.8,-3.2,41.0,-5.2,207.0,0.0
2024-12-16 16:40:11,1403/09/26 16:40:11,759.9,-2.9,38.0,-5.2,199.0,0.3
2024-12-16 16:30:11,1403/09/26 16:30:11,759.8,-3.0,39.0,-4.9,196.0,0.0
2024-12-16 16:20:10,1403/09/26 16:20:10,759.9,-2.8,39.0,-4.8,211.0,0.2
2024-12-16 16:10:10,1403/09/26 16:10:10,759.9,-2.3,34.0,-4.8,231.0,0.0
2024-12-16 16:00:10,1403/09/26 16:00:10,759.9,-2.4,37.0,-4.7,246.0,0.0
2024-12-16 15:50:10,1403/09/26 15:50:10,759.9,-2.6,37.0,-4.8,241.0,0.6
2024-12-16 15:40:10,1403/09/26 15:40:10,759.8,-2.8,39.0,-5.1,253.0,0.5
2024-12-16 15:30:10,1403/09/26 15:30:10,759.8,-2.8,39.0,-5.3,234.0,0.4
2024-12-16 15:20:10,1403/09/26 15:20:10,759.7,-3.2,42.0,-5.3,227.0,0.0
2024-12-16 15:10:10,1403/09/26 15:10:10,759.6,-4.0,50.0,-5.1,216.0,0.0
2024-12-16 15:00:10,1403/09/26 15:00:10,759.6,-3.9,49.0,-5.0,197.0,0.0
2024-12-16 14:50:10,1403/09/26 14:50:10,759.5,-3.5,45.0,-4.9,200.0,0.0
2024-12-16 14:40:10,1403/09/26 14:40:10,759.6,-3.3,41.0,-4.8,222.0,0.0
2024-12-16 14:30:10,1403/09/26 14:30:10,759.6,-3.3,42.0,-4.8,214.0,0.1
2024-12-16 14:20:10,1403/09/26 14:20:10,759.6,-3.4,43.0,-4.6,232.0,0.0
2024-12-16 14:10:10,1403/09/26 14:10:10,759.7,-3.3,43.0,-4.3,232.0,0.0
2024-12-16 14:00:10,1403/09/26 14:00:10,759.7,-3.2,47.0,-4.0,223.0,0.0
2024-12-16 13:50:10,1403/09/26 13:50:10,759.6,-3.0,45.0,-3.8,226.0,0.0
2024-12-16 13:40:10,1403/09/26 13:40:10,759.7,-2.5,43.0,-3.4,251.0,0.0
2024-12-16 13:30:10,1403/09/26 13:30:10,759.7,-3.2,52.0,-2.8,248.0,0.0
2024-12-16 13:20:10,1403/09/26 13:20:10,759.7,-2.6,48.0,-2.4,217.0,0.0
2024-12-16 13:10:10,1403/09/26 13:10:10,759.7,-2.1,41.0,-1.8,239.0,0.0
2024-12-16 13:00:10,1403/09/26 13:00:10,759.8,-1.8,41.0,-1.2,239.0,0.0
2024-12-16 12:50:10,1403/09/26 12:50:10,759.8,-1.5,40.0,-0.6,212.0,0.0
2024-12-16 12:40:10,1403/09/26 12:40:10,759.9,-1.1,47.0,-0.1,228.0,0.0
2024-12-16 12:30:10,1403/09/26 12:30:10,760.0,-0.7,54.0,0.3,249.0,0.0
2024-12-16 12:20:10,1403/09/26 12:20:10,759.9,-0.7,61.0,0.6,259.0,0.0
2024-12-16 12:10:10,1403/09/26 12:10:10,759.9,0.1,44.0,0.9,249.0,0.0
2024-12-16 12:00:10,1403/09/26 12:00:10,760.0,0.1,26.0,0.9,205.0,0.2
2024-12-16 11:50:10,1403/09/26 11:50:10,760.0,0.1,28.0,0.8,219.0,0.5
2024-12-16 11:40:10,1403/09/26 11:40:10,760.1,-0.5,31.0,0.9,224.0,1.6
2024-12-16 11:30:10,1403/09/26 11:30:10,760.1,0.3,36.0,1.3,216.0,1.0
2024-12-16 11:20:10,1403/09/26 11:20:10,760.0,0.3,51.0,1.3,233.0,0.0
2024-12-16 11:10:10,1403/09/26 11:10:10,760.1,-0.8,63.0,1.2,249.0,0.1
2024-12-16 11:00:10,1403/09/26 11:00:10,760.1,-1.4,66.0,1.3,254.0,1.1
2024-12-16 10:50:10,1403/09/26 10:50:10,760.1,-0.8,60.0,1.4,254.0,1.4
2024-12-16 10:40:10,1403/09/26 10:40:10,760.1,0.7,43.0,1.1,232.0,1.0
2024-12-16 10:30:10,1403/09/26 10:30:10,760.2,0.4,48.0,0.7,220.0,0.2
2024-12-16 10:20:10,1403/09/26 10:20:10,760.4,-1.5,59.0,0.7,238.0,0.2
2024-12-16 10:10:10,1403/09/26 10:10:10,760.5,0.2,43.0,0.9,239.0,0.7
2024-12-16 10:00:10,1403/09/26 10:00:10,760.6,0.7,31.0,0.7,233.0,0.0
2024-12-16 09:50:10,1403/09/26 09:50:10,760.8,-0.5,40.0,0.6,245.0,0.0
2024-12-16 09:40:10,1403/09/26 09:40:10,760.9,-1.5,45.0,0.5,252.0,0.4
2024-12-16 09:30:10,1403/09/26 09:30:10,761.1,-2.4,56.0,0.6,249.0,0.9
2024-12-16 09:20:10,1403/09/26 09:20:10,761.3,-1.2,50.0,0.5,249.0,2.8
2024-12-16 09:10:10,1403/09/26 09:10:10,761.3,0.5,34.0,0.2,229.0,0.9
2024-12-16 09:00:10,1403/09/26 09:00:10,761.2,-0.4,40.0,-0.1,245.0,0.9
2024-12-16 08:50:10,1403/09/26 08:50:10,761.3,-0.9,42.0,-0.1,249.0,1.5
2024-12-16 08:40:10,1403/09/26 08:40:10,761.4,-0.8,42.0,-0.1,249.0,1.9
2024-12-16 08:30:10,1403/09/26 08:30:10,761.6,-1.1,41.0,-0.1,247.0,1.8
2024-12-16 07:40:10,1403/09/26 07:40:10,762.3,-2.2,36.0,0.3,260.0,0.4
2024-12-16 07:30:10,1403/09/26 07:30:10,762.4,-2.4,38.0,0.1,260.0,1.5
2024-12-16 07:20:10,1403/09/26 07:20:10,762.6,-2.2,31.0,0.1,260.0,1.2
2024-12-16 07:10:10,1403/09/26 07:10:10,762.6,-2.0,29.0,-0.1,255.0,0.6
2024-12-16 07:00:10,1403/09/26 07:00:10,762.7,-2.1,28.0,-0.3,259.0,1.2
2024-12-16 06:50:10,1403/09/26 06:50:10,762.7,0.2,22.0,-0.5,249.0,0.7
2024-12-16 06:40:10,1403/09/26 06:40:10,762.6,0.3,21.0,-0.7,235.0,0.3
2024-12-16 06:30:10,1403/09/26 06:30:10,762.6,-2.0,25.0,-1.1,234.0,0.0
2024-12-16 06:20:10,1403/09/26 06:20:10,762.7,-2.9,24.0,-1.6,258.0,0.4
2024-12-16 06:10:11,1403/09/26 06:10:11,762.7,-3.0,23.0,-2.2,262.0,1.2
2024-12-16 06:00:11,1403/09/26 06:00:11,762.6,-2.8,21.0,-3.0,257.0,0.6
2024-12-16 05:50:11,1403/09/26 05:50:11,762.6,-2.6,20.0,-3.8,253.0,0.1
2024-12-16 05:40:11,1403/09/26 05:40:11,762.6,-3.8,23.0,-4.6,254.0,0.4
2024-12-16 05:30:11,1403/09/26 05:30:11,762.7,-3.7,21.0,-5.3,259.0,2.2
2024-12-16 05:20:11,1403/09/26 05:20:11,762.6,-0.5,16.0,-5.8,226.0,0.7
2024-12-16 05:10:11,1403/09/26 05:10:11,762.4,-1.6,19.0,-6.7,248.0,0.3
2024-12-16 05:00:11,1403/09/26 05:00:11,762.4,-2.3,19.0,-7.9,251.0,0.1
2024-12-16 04:50:10,1403/09/26 04:50:10,762.4,-4.2,21.0,-8.9,243.0,0.1
2024-12-16 04:40:10,1403/09/26 04:40:10,762.4,-5.2,23.0,-9.8,252.0,0.5
2024-12-16 04:30:10,1403/09/26 04:30:10,762.3,-5.4,22.0,-10.2,252.0,1.4
2024-12-16 04:20:10,1403/09/26 04:20:10,762.3,-5.9,30.0,-10.4,237.0,0.1
2024-12-16 04:10:10,1403/09/26 04:10:10,762.1,-7.0,32.0,-10.6,208.0,0.1
2024-12-16 04:00:10,1403/09/26 04:00:10,762.2,-8.0,32.0,-10.8,230.0,0.1
2024-12-16 03:50:10,1403/09/26 03:50:10,762.2,-7.7,28.0,-10.9,231.0,0.6
2024-12-16 03:40:10,1403/09/26 03:40:10,762.2,-7.8,28.0,-11.1,245.0,0.8
2024-12-16 03:30:10,1403/09/26 03:30:10,762.1,-8.1,31.0,-11.1,227.0,0.0
2024-12-16 03:20:10,1403/09/26 03:20:10,761.9,-7.0,26.0,-11.1,230.0,0.7
2024-12-16 03:10:10,1403/09/26 03:10:10,761.9,-7.1,24.0,-10.7,254.0,0.0
2024-12-16 03:00:10,1403/09/26 03:00:10,762.0,-7.2,26.0,-10.5,246.0,0.7
2024-12-16 02:50:10,1403/09/26 02:50:10,761.9,-7.4,27.0,-10.4,242.0,0.1
2024-12-16 02:40:10,1403/09/26 02:40:10,761.9,-7.2,26.0,-10.3,232.0,1.2
2024-12-16 02:30:10,1403/09/26 02:30:10,761.7,-6.8,24.0,-10.0,230.0,0.6
2024-12-16 02:20:10,1403/09/26 02:20:10,761.6,-6.0,24.0,-9.9,240.0,0.2
2024-12-16 02:10:10,1403/09/26 02:10:10,761.7,-6.2,25.0,-9.9,203.0,0.7
2024-12-16 02:00:10,1403/09/26 02:00:10,761.7,-6.5,27.0,-9.9,235.0,0.2
2024-12-16 01:50:10,1403/09/26 01:50:10,761.7,-6.9,29.0,-10.0,198.0,1.7
2024-12-16 01:40:10,1403/09/26 01:40:10,761.7,-7.2,30.0,-10.0,198.0,1.3
2024-12-16 01:30:10,1403/09/26 01:30:10,761.7,-7.3,30.0,-9.9,214.0,0.7
2024-12-16 01:20:10,1403/09/26 01:20:10,761.7,-7.7,32.0,-9.8,189.0,1.8
2024-12-16 01:10:10,1403/09/26 01:10:10,761.7,-7.6,31.0,-9.7,220.0,0.3
2024-12-16 01:00:10,1403/09/26 01:00:10,761.8,-7.5,30.0,-9.7,208.0,1.0
2024-12-16 00:50:10,1403/09/26 00:50:10,761.8,-7.0,29.0,-9.7,218.0,1.3
2024-12-16 00:40:10,1403/09/26 00:40:10,761.9,-7.6,29.0,-9.6,190.0,1.0
2024-12-16 00:30:10,1403/09/26 00:30:10,762.0,-6.7,24.0,-9.6,229.0,0.5
2024-12-16 00:20:10,1403/09/26 00:20:10,762.1,-6.6,27.0,-9.6,239.0,0.6
2024-12-16 00:10:10,1403/09/26 00:10:10,762.3,-8.0,34.0,-9.6,202.0,1.6
2024-12-16 00:00:10,1403/09/26 00:00:10,762.4,-7.8,33.0,-9.4,184.0,2.1
2024-12-15 23:50:10,1403/09/25 23:50:10,762.4,-7.6,31.0,-9.3,188.0,0.8
2024-12-15 23:40:10,1403/09/25 23:40:10,762.3,-6.3,25.0,-9.4,234.0,0.8
2024-12-15 23:30:10,1403/09/25 23:30:10,762.3,-6.8,27.0,-9.6,254.0,0.9
2024-12-15 23:20:10,1403/09/25 23:20:10,762.3,-7.1,28.0,-9.8,238.0,2.0
2024-12-15 23:10:10,1403/09/25 23:10:10,762.3,-6.7,26.0,-10.2,244.0,1.3
2024-12-15 23:00:10,1403/09/25 23:00:10,762.3,-6.2,24.0,-10.7,227.0,1.7
2024-12-15 22:50:10,1403/09/25 22:50:10,762.4,-6.8,28.0,-11.1,228.0,1.2
2024-12-15 22:40:10,1403/09/25 22:40:10,762.4,-7.8,34.0,-11.2,244.0,0.1
2024-12-15 22:30:10,1403/09/25 22:30:10,762.4,-9.3,42.0,-11.1,226.0,0.0
2024-12-15 22:20:10,1403/09/25 22:20:10,762.4,-8.9,39.0,-11.1,189.0,0.6
2024-12-15 22:10:10,1403/09/25 22:10:10,762.4,-8.1,34.0,-11.0,204.0,0.1
2024-12-15 22:00:10,1403/09/25 22:00:10,762.4,-7.7,34.0,-10.9,227.0,0.0
2024-12-15 21:50:10,1403/09/25 21:50:10,762.3,-7.6,34.0,-11.3,259.0,0.3
2024-12-15 21:40:10,1403/09/25 21:40:10,762.3,-8.2,37.0,-11.7,256.0,1.1
2024-12-15 21:30:10,1403/09/25 21:30:10,762.3,-7.8,35.0,-11.9,258.0,1.1
2024-12-15 21:20:10,1403/09/25 21:20:10,762.4,-8.1,37.0,-11.7,231.0,0.0
2024-12-15 21:10:10,1403/09/25 21:10:10,762.4,-8.0,38.0,-11.4,232.0,0.0
2024-12-15 21:00:10,1403/09/25 21:00:10,762.5,-8.6,42.0,-11.0,225.0,0.0
2024-12-15 20:50:10,1403/09/25 20:50:10,762.5,-8.2,41.0,-10.6,221.0,0.2
2024-12-15 20:40:10,1403/09/25 20:40:10,762.5,-7.9,42.0,-10.4,234.0,0.3
2024-12-15 20:30:10,1403/09/25 20:30:10,762.6,-8.2,46.0,-10.6,256.0,1.0
2024-12-15 20:20:10,1403/09/25 20:20:10,762.7,-8.2,49.0,-10.7,255.0,1.5
2024-12-15 20:10:10,1403/09/25 20:10:10,762.9,-9.1,55.0,-10.7,240.0,0.4
2024-12-15 20:00:10,1403/09/25 20:00:10,762.9,-8.8,54.0,-10.5,244.0,0.1
2024-12-15 19:50:10,1403/09/25 19:50:10,762.9,-8.6,58.0,-10.4,252.0,1.0
2024-12-15 19:40:10,1403/09/25 19:40:10,763.0,-9.5,74.0,-10.4,253.0,1.4
2024-12-15 19:30:10,1403/09/25 19:30:10,763.0,-9.4,71.0,-10.3,260.0,2.0
2024-12-15 19:20:10,1403/09/25 19:20:10,763.0,-9.6,93.0,-10.0,259.0,1.3
2024-12-15 19:10:10,1403/09/25 19:10:10,763.0,-10.2,100.0,-9.6,228.0,0.0
2024-12-15 19:00:10,1403/09/25 19:00:10,763.0,-11.0,100.0,-9.4,252.0,0.5
2024-12-15 18:50:10,1403/09/25 18:50:10,763.1,-11.1,100.0,-9.3,247.0,1.6
2024-12-15 18:40:11,1403/09/25 18:40:11,763.1,-10.7,100.0,-9.4,253.0,1.7
2024-12-15 18:30:11,1403/09/25 18:30:11,763.1,-10.4,100.0,-9.7,207.0,0.9
2024-12-15 18:20:11,1403/09/25 18:20:11,763.1,-10.2,100.0,-10.1,257.0,1.8
2024-12-15 18:10:11,1403/09/25 18:10:11,763.1,-10.2,95.0,-10.4,258.0,2.2
2024-12-15 18:00:11,1403/09/25 18:00:11,763.0,-9.3,77.0,-10.4,258.0,1.3
2024-12-15 17:50:11,1403/09/25 17:50:11,762.9,-9.5,91.0,-10.2,210.0,0.1
2024-12-15 17:40:11,1403/09/25 17:40:11,763.0,-9.5,100.0,-9.7,202.0,0.0
2024-12-15 17:30:11,1403/09/25 17:30:11,763.0,-9.6,100.0,-9.2,248.0,0.2
2024-12-15 17:20:10,1403/09/25 17:20:10,763.0,-10.0,100.0,-8.4,246.0,0.1
2024-12-15 17:10:10,1403/09/25 17:10:10,763.1,-10.0,100.0,-7.8,247.0,0.1
2024-12-15 17:00:10,1403/09/25 17:00:10,763.2,-10.3,100.0,-7.3,229.0,0.5
2024-12-15 16:50:10,1403/09/25 16:50:10,763.1,-9.7,100.0,-6.9,240.0,0.3
2024-12-15 16:40:10,1403/09/25 16:40:10,763.2,-9.5,100.0,-6.6,242.0,0.7
2024-12-15 16:30:10,1403/09/25 16:30:10,763.3,-9.1,100.0,-6.5,234.0,1.2
2024-12-15 16:20:10,1403/09/25 16:20:10,763.4,-8.9,100.0,-6.5,238.0,0.9
2024-12-15 16:10:10,1403/09/25 16:10:10,763.3,-8.8,100.0,-6.4,247.0,2.5
2024-12-15 16:00:10,1403/09/25 16:00:10,763.3,-8.8,100.0,-6.4,242.0,2.4
2024-12-15 15:50:10,1403/09/25 15:50:10,763.3,-9.0,100.0,-6.3,228.0,0.8
2024-12-15 15:40:10,1403/09/25 15:40:10,763.3,-9.0,100.0,-6.3,217.0,0.0
2024-12-15 15:30:10,1403/09/25 15:30:10,763.2,-8.5,100.0,-6.3,245.0,1.7
2024-12-15 15:20:10,1403/09/25 15:20:10,763.1,-8.5,100.0,-6.4,239.0,1.5
2024-12-15 15:10:10,1403/09/25 15:10:10,763.2,-8.5,100.0,-6.4,224.0,0.3
2024-12-15 15:00:10,1403/09/25 15:00:10,763.2,-8.4,100.0,-6.6,222.0,1.2
2024-12-15 14:50:10,1403/09/25 14:50:10,763.2,-8.4,100.0,-6.7,243.0,2.4
2024-12-15 14:40:10,1403/09/25 14:40:10,763.1,-8.6,100.0,-6.8,250.0,2.1
2024-12-15 14:30:10,1403/09/25 14:30:10,762.8,-8.9,100.0,-6.9,249.0,1.1
2024-12-15 14:20:10,1403/09/25 14:20:10,762.6,-8.9,100.0,-6.8,242.0,0.2
2024-12-15 14:10:10,1403/09/25 14:10:10,762.5,-8.9,100.0,-6.5,248.0,0.5
2024-12-15 14:00:10,1403/09/25 14:00:10,762.4,-8.9,100.0,-6.1,239.0,0.8
2024-12-15 13:50:10,1403/09/25 13:50:10,762.2,-8.8,100.0,-5.8,222.0,0.2
2024-12-15 13:40:10,1403/09/25 13:40:10,762.2,-8.7,100.0,-5.4,213.0,0.7
2024-12-15 13:00:10,1403/09/25 13:00:10,762.1,-8.3,100.0,-3.9,225.0,1.9
2024-12-15 12:50:10,1403/09/25 12:50:10,762.2,-8.2,100.0,-3.6,231.0,1.6
2024-12-15 12:40:10,1403/09/25 12:40:10,762.3,-8.0,100.0,-3.2,230.0,2.1
2024-12-15 12:30:10,1403/09/25 12:30:10,762.4,-7.9,98.0,-2.8,234.0,2.9
2024-12-15 12:20:10,1403/09/25 12:20:10,762.3,-7.5,86.0,-2.5,237.0,3.3
2024-12-15 12:10:10,1403/09/25 12:10:10,762.2,-7.0,80.0,-2.3,230.0,3.1
2024-12-15 12:00:10,1403/09/25 12:00:10,762.2,-6.8,78.0,-2.2,234.0,3.2
2024-12-15 11:50:10,1403/09/25 11:50:10,762.1,-6.5,75.0,-2.0,229.0,3.5
2024-12-15 11:40:10,1403/09/25 11:40:10,762.1,-6.4,74.0,-1.8,230.0,3.3
2024-12-15 11:30:10,1403/09/25 11:30:10,762.1,-6.3,73.0,-1.7,227.0,3.3
2024-12-15 11:20:10,1403/09/25 11:20:10,762.2,-6.3,74.0,-1.7,229.0,3.2
2024-12-15 11:10:10,1403/09/25 11:10:10,762.1,-6.4,72.0,-1.5,227.0,4.0
2024-12-15 11:00:10,1403/09/25 11:00:10,762.1,-6.3,69.0,-1.3,228.0,3.7
2024-12-15 10:50:10,1403/09/25 10:50:10,762.2,-6.1,66.0,-1.1,243.0,4.0
2024-12-15 10:40:10,1403/09/25 10:40:10,762.2,-6.1,62.0,-0.9,236.0,3.9
2024-12-15 10:30:10,1403/09/25 10:30:10,762.2,-5.9,58.0,-0.7,235.0,3.3
2024-12-15 10:20:10,1403/09/25 10:20:10,762.3,-5.6,57.0,-0.7,250.0,2.9
2024-12-15 10:10:10,1403/09/25 10:10:10,762.3,-5.6,56.0,-0.6,232.0,2.2
2024-12-15 10:00:10,1403/09/25 10:00:10,762.3,-6.2,56.0,-0.6,221.0,2.9
2024-12-15 09:50:10,1403/09/25 09:50:10,762.3,-6.1,55.0,-0.5,220.0,2.5
2024-12-15 09:40:10,1403/09/25 09:40:10,762.3,-6.1,57.0,-0.5,221.0,2.4
2024-12-15 09:30:10,1403/09/25 09:30:10,762.4,-6.5,56.0,-0.5,227.0,2.9
2024-12-15 09:20:10,1403/09/25 09:20:10,762.5,-6.3,57.0,-0.4,235.0,3.0
2024-12-15 09:10:10,1403/09/25 09:10:10,762.5,-6.5,56.0,-0.4,232.0,3.3
2024-12-15 09:00:10,1403/09/25 09:00:10,762.6,-6.5,55.0,-0.5,244.0,2.3
2024-12-15 08:50:10,1403/09/25 08:50:10,762.6,-6.5,54.0,-0.6,223.0,2.1
2024-12-15 08:40:10,1403/09/25 08:40:10,762.7,-6.6,55.0,-0.7,224.0,1.6
2024-12-15 08:30:10,1403/09/25 08:30:10,762.8,-6.9,55.0,-0.8,229.0,2.2
2024-12-15 07:40:10,1403/09/25 07:40:10,762.8,-6.8,49.0,-1.2,228.0,2.2
2024-12-15 07:30:10,1403/09/25 07:30:10,762.8,-6.5,47.0,-1.4,229.0,2.0
2024-12-15 07:20:10,1403/09/25 07:20:10,762.8,-6.8,47.0,-1.7,225.0,1.6
2024-12-15 07:10:11,1403/09/25 07:10:11,762.7,-6.7,47.0,-2.0,200.0,0.2
2024-12-15 07:00:11,1403/09/25 07:00:11,762.6,-7.4,48.0,-2.2,215.0,0.6
2024-12-15 06:50:11,1403/09/25 06:50:11,762.5,-6.4,46.0,-2.6,228.0,1.1
2024-12-15 06:40:11,1403/09/25 06:40:11,762.5,-6.2,46.0,-3.1,239.0,0.7
2024-12-15 06:30:11,1403/09/25 06:30:11,762.4,-6.8,49.0,-3.6,238.0,0.6
2024-12-15 06:20:11,1403/09/25 06:20:11,762.2,-8.1,51.0,-4.1,225.0,1.1
2024-12-15 06:10:11,1403/09/25 06:10:11,762.0,-7.6,47.0,-4.5,225.0,1.4
2024-12-15 06:00:11,1403/09/25 06:00:11,761.9,-7.1,47.0,-5.2,245.0,0.8
2024-12-15 05:50:10,1403/09/25 05:50:10,761.6,-7.5,47.0,-5.8,247.0,1.0
2024-12-15 05:40:10,1403/09/25 05:40:10,761.4,-7.7,47.0,-6.4,249.0,1.2
2024-12-15 05:30:10,1403/09/25 05:30:10,761.3,-8.3,48.0,-6.9,236.0,0.4
2024-12-15 05:20:10,1403/09/25 05:20:10,761.2,-8.6,50.0,-7.3,238.0,0.6
2024-12-15 05:10:10,1403/09/25 05:10:10,761.0,-9.2,53.0,-8.0,250.0,1.3
2024-12-15 05:00:10,1403/09/25 05:00:10,760.8,-9.6,55.0,-8.9,255.0,1.7
2024-12-15 04:50:10,1403/09/25 04:50:10,760.5,-9.9,57.0,-9.8,250.0,1.5
2024-12-15 04:40:10,1403/09/25 04:40:10,760.4,-10.7,58.0,-10.4,245.0,2.0
2024-12-15 04:30:10,1403/09/25 04:30:10,760.3,-11.1,59.0,-10.7,251.0,2.1
2024-12-15 04:20:10,1403/09/25 04:20:10,760.2,-11.6,59.0,-11.0,255.0,1.8
2024-12-15 04:10:10,1403/09/25 04:10:10,760.1,-11.8,60.0,-11.2,245.0,2.3
2024-12-15 04:00:10,1403/09/25 04:00:10,759.9,-12.3,61.0,-11.2,252.0,1.6
2024-12-15 03:50:10,1403/09/25 03:50:10,759.7,-12.5,60.0,-11.3,249.0,2.4
2024-12-15 03:40:10,1403/09/25 03:40:10,759.4,-12.6,59.0,-11.2,244.0,2.4
2024-12-15 03:30:10,1403/09/25 03:30:10,759.2,-12.3,58.0,-11.1,256.0,1.6
2024-12-15 03:20:10,1403/09/25 03:20:10,759.1,-12.2,59.0,-11.0,245.0,1.4
2024-12-15 03:10:10,1403/09/25 03:10:10,758.9,-12.1,58.0,-11.0,247.0,1.3
2024-12-15 03:00:10,1403/09/25 03:00:10,758.8,-12.1,57.0,-10.9,247.0,1.7
2024-12-15 02:50:10,1403/09/25 02:50:10,758.8,-11.9,56.0,-10.8,252.0,1.9
2024-12-15 02:40:10,1403/09/25 02:40:10,758.6,-12.0,56.0,-10.6,228.0,2.0
2024-12-15 02:30:10,1403/09/25 02:30:10,758.3,-11.7,54.0,-10.5,247.0,0.9
2024-12-15 02:20:10,1403/09/25 02:20:10,758.1,-11.5,53.0,-10.4,244.0,1.9
2024-12-15 02:10:10,1403/09/25 02:10:10,757.9,-11.2,52.0,-10.3,209.0,2.3
2024-12-15 02:00:10,1403/09/25 02:00:10,757.8,-10.6,48.0,-10.3,210.0,1.5
2024-12-15 01:50:10,1403/09/25 01:50:10,757.6,-11.1,53.0,-10.2,212.0,1.7
2024-12-15 01:40:10,1403/09/25 01:40:10,757.4,-11.4,52.0,-10.2,211.0,1.8
2024-12-15 01:30:10,1403/09/25 01:30:10,757.3,-10.6,48.0,-10.2,207.0,1.8
2024-12-15 01:20:10,1403/09/25 01:20:10,757.2,-10.2,49.0,-10.2,188.0,4.0
2024-12-15 01:10:10,1403/09/25 01:10:10,757.0,-10.5,51.0,-10.2,193.0,5.2
2024-12-15 01:00:10,1403/09/25 01:00:10,757.0,-10.6,51.0,-10.0,206.0,1.1
2024-12-15 00:50:10,1403/09/25 00:50:10,756.9,-10.9,53.0,-9.9,214.0,1.7
2024-12-15 00:40:10,1403/09/25 00:40:10,756.8,-10.8,52.0,-9.8,219.0,1.1
2024-12-15 00:30:10,1403/09/25 00:30:10,756.8,-10.1,49.0,-9.8,221.0,1.0
2024-12-15 00:20:10,1403/09/25 00:20:10,756.7,-10.0,51.0,-9.9,195.0,4.4
2024-12-15 00:10:10,1403/09/25 00:10:10,756.6,-10.4,53.0,-10.0,187.0,7.0
2024-12-15 00:00:10,1403/09/25 00:00:10,756.5,-10.9,56.0,-10.0,191.0,9.6
2024-12-14 23:50:10,1403/09/24 23:50:10,756.4,-10.7,56.0,-10.1,189.0,8.8
2024-12-14 23:40:10,1403/09/24 23:40:10,756.2,-10.4,56.0,-10.3,188.0,8.9
2024-12-14 23:30:10,1403/09/24 23:30:10,756.2,-11.4,62.0,-10.3,191.0,10.9
2024-12-14 23:20:10,1403/09/24 23:20:10,756.1,-11.6,62.0,-10.3,192.0,13.0
2024-12-14 23:10:10,1403/09/24 23:10:10,,-11.6,,,192.0,12.5
